"Gene_ID" "Entrez_Gene_ID" "Gene_Symbol" "Protein_ID" "Product" "Chrom" "Start" "End" "length" "Strand" "Type" "Locus_Tag"
"3530" "Rv3472" 888006 "." "NP_217989.1" "hypothetical protein" "NC_000962.3" 3889362 3889868 506 "+" "protein_coding" "Rv3472"
"3531" "Rv3473c" 888101 "bpoA" "NP_217990.1" "peroxidase BpoA" "NC_000962.3" 3889948 3890733 785 "-" "protein_coding" "Rv3473c"
"3532" "Rv3476c" NA "." "." "." "NC_000962.3" 3892371 3893720 1349 "-" "." "."
"3533" "Rv3477" 888474 "PE31" "YP_177975.1" "PE family protein PE31" "NC_000962.3" 3894093 3894389 296 "+" "protein_coding" "Rv3477"
"3534" "Rv3478" 888047 "PPE60" "YP_177976.1" "PE family protein PPE60" "NC_000962.3" 3894426 3895607 1181 "+" "protein_coding" "Rv3478"
"3535" "Rv3479" 888478 "." "NP_217996.2" "transmembrane protein" "NC_000962.3" 3895820 3898885 3065 "+" "protein_coding" "Rv3479"
"3536" "Rv3480c" 888473 "." "NP_217997.1" "diacyglycerol O-acyltransferase" "NC_000962.3" 3898909 3900402 1493 "-" "protein_coding" "Rv3480c"
"3537" "Rv3481c" 888466 "." "NP_217998.1" "integral membrane protein" "NC_000962.3" 3900493 3901182 689 "-" "protein_coding" "Rv3481c"
"3538" "Rv3482c" 888480 "." "NP_217999.1" "membrane protein" "NC_000962.3" 3901324 3902106 782 "-" "protein_coding" "Rv3482c"
"3539" "Rv3483c" 888448 "." "NP_218000.1" "hypothetical protein" "NC_000962.3" 3902150 3902812 662 "-" "protein_coding" "Rv3483c"
"3540" "Rv3484" 888445 "." "NP_218001.1" "hypothetical protein" "NC_000962.3" 3903078 3904616 1538 "+" "protein_coding" "Rv3484"
"3541" "Rv3485c" 888427 "." "NP_218002.1" "short-chain type dehydrogenase/reductase" "NC_000962.3" 3904622 3905566 944 "-" "protein_coding" "Rv3485c"
"3542" "Rv3486" 888276 "." "NP_218003.1" "hypothetical protein" "NC_000962.3" 3905772 3906221 449 "+" "protein_coding" "Rv3486"
"3543" "Rv3487c" 888430 "lipF" "NP_218004.3" "carboxylesterase LipF" "NC_000962.3" 3906174 3907007 833 "-" "protein_coding" "Rv3487c"
"3544" "Rv3488" 888417 "." "NP_218005.1" "hypothetical protein" "NC_000962.3" 3907667 3907990 323 "+" "protein_coding" "Rv3488"
"3545" "Rv3489" 888410 "." "NP_218006.1" "hypothetical protein" "NC_000962.3" 3908072 3908236 164 "+" "protein_coding" "Rv3489"
"3546" "Rv3490" 888404 "otsA" "NP_218007.1" "trehalose-phosphate synthase" "NC_000962.3" 3908236 3909738 1502 "+" "protein_coding" "Rv3490"
"3547" "Rv3491" 888382 "." "NP_218008.1" "hypothetical protein" "NC_000962.3" 3909890 3910468 578 "+" "protein_coding" "Rv3491"
"3548" "Rv3492c" 888381 "." "NP_218009.1" "Mce associated protein" "NC_000962.3" 3910465 3910947 482 "-" "protein_coding" "Rv3492c"
"3549" "Rv3493c" 888379 "." "NP_218010.1" "Mce associated protein" "NC_000962.3" 3910947 3911675 728 "-" "protein_coding" "Rv3493c"
"3550" "Rv3494c" 888376 "mce4F" "NP_218011.1" "Mce family protein Mce4" "NC_000962.3" 3911675 3913369 1694 "-" "protein_coding" "Rv3494c"
"3551" "Rv3495c" 888364 "lprN" "NP_218012.1" "Mce family lipoprotein LprN" "NC_000962.3" 3913380 3914534 1154 "-" "protein_coding" "Rv3495c"
"3552" "Rv3496c" 888361 "mce4D" "NP_218013.1" "Mce family protein Mce4D" "NC_000962.3" 3914531 3915886 1355 "-" "protein_coding" "Rv3496c"
"3553" "Rv3497c" 888354 "mce4C" "NP_218014.1" "Mce family protein Mce4C" "NC_000962.3" 3915883 3916956 1073 "-" "protein_coding" "Rv3497c"
"3554" "Rv3498c" 888349 "mce4B" "NP_218015.1" "Mce family protein Mce4B" "NC_000962.3" 3916946 3917998 1052 "-" "protein_coding" "Rv3498c"
"3555" "Rv3499c" 888344 "mce4A" "YP_177977.1" "Mce family protein Mce4A" "NC_000962.3" 3917998 3919200 1202 "-" "protein_coding" "Rv3499c"
"3556" "Rv3500c" 888336 "yrbE4B" "NP_218017.1" "integral membrane protein" "NC_000962.3" 3919220 3920062 842 "-" "protein_coding" "Rv3500c"
"3557" "Rv3501c" 888320 "yrbE4A" "NP_218018.1" "integral membrane protein" "NC_000962.3" 3920097 3920861 764 "-" "protein_coding" "Rv3501c"
"3558" "Rv3502c" 887697 "." "NP_218019.1" "3-oxoacyl-ACP reductase" "NC_000962.3" 3921087 3922040 953 "-" "protein_coding" "Rv3502c"
"3559" "Rv3503c" 888311 "fdxD" "NP_218020.1" "ferredoxin FdxD" "NC_000962.3" 3922065 3922256 191 "-" "protein_coding" "Rv3503c"
"3560" "Rv3504" 887722 "fadE26" "NP_218021.1" "acyl-CoA dehydrogenase FadE26" "NC_000962.3" 3922471 3923673 1202 "+" "protein_coding" "Rv3504"
"3561" "Rv3505" 888248 "fadE27" "NP_218022.1" "acyl-CoA dehydrogenase FadE27" "NC_000962.3" 3923698 3924819 1121 "+" "protein_coding" "Rv3505"
"3562" "Rv3506" 888251 "fadD17" "NP_218023.1" "long-chain-fatty-acid--CoA ligase FadD17" "NC_000962.3" 3924890 3926398 1508 "+" "protein_coding" "Rv3506"
"3563" "Rv3507" 888256 "PE_PGRS53" "YP_177978.1" "PE-PGRS family protein PE_PGRS53" "NC_000962.3" 3926569 3930714 4145 "+" "protein_coding" "Rv3507"
"3564" "Rv3508" 888270 "PE_PGRS54" "YP_177979.1" "PE-PGRS family protein PE_PGRS54" "NC_000962.3" 3931005 3936710 5705 "+" "protein_coding" "Rv3508"
"3565" "Rv3509c" 888267 "ilvX" "NP_218026.1" "acetohydroxyacid synthase large subunit" "NC_000962.3" 3936877 3938424 1547 "-" "protein_coding" "Rv3509c"
"3566" "Rv3510c" 888298 "." "NP_218027.1" "hypothetical protein" "NC_000962.3" 3938421 3939257 836 "-" "protein_coding" "Rv3510c"
"3567" "Rv3511" 888273 "PE_PGRS55" "YP_177980.1" "PE-PGRS family protein PE_PGRS55" "NC_000962.3" 3939617 3941761 2144 "+" "protein_coding" "Rv3511"
"3568" "Rv3512" 888306 "PE_PGRS56" "YP_177981.2" "PE-PGRS family protein PE_PGRS56" "NC_000962.3" 3943812 3944963 1151 "+" "protein_coding" "Rv3512"
"3569" "Rv3513c" 888277 "fadD18" "NP_218030.1" "fatty-acid--CoA ligase FadD18" "NC_000962.3" 3945092 3945748 656 "-" "protein_coding" "Rv3513c"
"3570" "Rv3514" 888294 "PE_PGRS57" "YP_177982.1" "PE-PGRS family protein PE_PGRS57" "NC_000962.3" 3945794 3950263 4469 "+" "protein_coding" "Rv3514"
"3571" "Rv3515c" 888275 "fadD19" "YP_177983.1" "acyl-CoA synthetase" "NC_000962.3" 3950824 3952470 1646 "-" "protein_coding" "Rv3515c"
"3572" "Rv3516" 888301 "echA19" "NP_218033.1" "enoyl-CoA hydratase EchA19" "NC_000962.3" 3952544 3953335 791 "+" "protein_coding" "Rv3516"
"3573" "Rv3517" 888284 "." "NP_218034.1" "hypothetical protein" "NC_000962.3" 3953431 3954270 839 "+" "protein_coding" "Rv3517"
"3574" "Rv3518c" 888282 "cyp142" "NP_218035.1" "cytochrome P450 monooxygenase Cyp142" "NC_000962.3" 3954325 3955521 1196 "-" "protein_coding" "Rv3518c"
"3575" "Rv3519" 887247 "." "NP_218036.1" "hypothetical protein" "NC_000962.3" 3955550 3956260 710 "+" "protein_coding" "Rv3519"
"3576" "Rv3520c" 887310 "." "NP_218037.1" "coenzyme F420-dependent oxidoreductase" "NC_000962.3" 3956325 3957368 1043 "-" "protein_coding" "Rv3520c"
"3577" "Rv3521" 887209 "." "NP_218038.1" "hypothetical protein" "NC_000962.3" 3957521 3958432 911 "+" "protein_coding" "Rv3521"
"3578" "Rv3522" 887885 "ltp4" "NP_218039.1" "lipid transfer protein" "NC_000962.3" 3958448 3959512 1064 "+" "protein_coding" "Rv3522"
"3579" "Rv3523" 888247 "ltp3" "NP_218040.1" "lipid carrier protein" "NC_000962.3" 3959529 3960713 1184 "+" "protein_coding" "Rv3523"
"3580" "Rv3524" 888250 "." "NP_218041.1" "membrane protein" "NC_000962.3" 3960755 3961786 1031 "+" "protein_coding" "Rv3524"
"3581" "Rv3525c" 888255 "." "NP_218042.1" "siderophore-binding protein" "NC_000962.3" 3961800 3962324 524 "-" "protein_coding" "Rv3525c"
"3582" "Rv3526" 888268 "kshA" "NP_218043.1" "3-ketosteroid-9-alpha-monooxygenase oxygenase subunit" "NC_000962.3" 3962439 3963599 1160 "+" "protein_coding" "Rv3526"
"3583" "Rv3527" 888295 "." "NP_218044.1" "hypothetical protein" "NC_000962.3" 3963605 3964054 449 "+" "protein_coding" "Rv3527"
"3584" "Rv3528c" 888297 "." "NP_218045.1" "hypothetical protein" "NC_000962.3" 3964479 3965192 713 "-" "protein_coding" "Rv3528c"
"3585" "Rv3529c" 888324 "." "NP_218046.1" "hypothetical protein" "NC_000962.3" 3965884 3967038 1154 "-" "protein_coding" "Rv3529c"
"3586" "Rv3530c" 888338 "." "NP_218047.1" "oxidoreductase" "NC_000962.3" 3967038 3967820 782 "-" "protein_coding" "Rv3530c"
"3587" "Rv3531c" 888348 "." "NP_218048.1" "hypothetical protein" "NC_000962.3" 3967817 3968944 1127 "-" "protein_coding" "Rv3531c"
"3588" "Rv3532" 888370 "PPE61" "YP_177984.1" "PPE family protein PPE61" "NC_000962.3" 3969343 3970563 1220 "+" "protein_coding" "Rv3532"
"3589" "Rv3533c" 888385 "PPE62" "YP_177985.1" "PPE family protein PPE62" "NC_000962.3" 3970705 3972453 1748 "-" "protein_coding" "Rv3533c"
"3590" "Rv3534c" 888387 "hsaF" "NP_218051.1" "4-hydroxy-2-oxovalerate aldolase" "NC_000962.3" 3972552 3973592 1040 "-" "protein_coding" "Rv3534c"
"3591" "Rv3535c" 888396 "hsaG" "NP_218052.1" "acetaldehyde dehydrogenase" "NC_000962.3" 3973589 3974500 911 "-" "protein_coding" "Rv3535c"
"3592" "Rv3536c" 888406 "hsaE" "NP_218053.1" "hydratase" "NC_000962.3" 3974511 3975296 785 "-" "protein_coding" "Rv3536c"
"3593" "Rv3537" 888422 "kstD" "NP_218054.1" "3-oxosteroid 1-dehydrogenase" "NC_000962.3" 3975369 3977060 1691 "+" "protein_coding" "Rv3537"
"3594" "Rv3538" 888426 "." "YP_177986.1" "dehydrogenase" "NC_000962.3" 3977062 3977922 860 "+" "protein_coding" "Rv3538"
"3595" "Rv3539" 888438 "PPE63" "YP_177987.1" "PPE family protein PPE63" "NC_000962.3" 3978059 3979498 1439 "+" "protein_coding" "Rv3539"
"3596" "Rv3540c" 888450 "ltp2" "NP_218057.1" "lipid transfer protein" "NC_000962.3" 3979499 3980659 1160 "-" "protein_coding" "Rv3540c"
"3597" "Rv3541c" 888475 "." "NP_218058.1" "hypothetical protein" "NC_000962.3" 3980659 3981048 389 "-" "protein_coding" "Rv3541c"
"3598" "Rv3542c" 888486 "." "NP_218059.1" "hypothetical protein" "NC_000962.3" 3981045 3981980 935 "-" "protein_coding" "Rv3542c"
"3599" "Rv3543c" 888131 "fadE29" "NP_218060.1" "acyl-CoA dehydrogenase FadE29" "NC_000962.3" 3981977 3983140 1163 "-" "protein_coding" "Rv3543c"
"3600" "Rv3544c" 888091 "fadE28" "NP_218061.1" "acyl-CoA dehydrogenase FadE28" "NC_000962.3" 3983125 3984144 1019 "-" "protein_coding" "Rv3544c"
"3601" "Rv3545c" 887782 "cyp125" "NP_218062.1" "steroid C26-monooxygenase" "NC_000962.3" 3984144 3985445 1301 "-" "protein_coding" "Rv3545c"
"3602" "Rv3546" 887360 "fadA5" "NP_218063.1" "acetyl-CoA acetyltransferase FadA" "NC_000962.3" 3985557 3986732 1175 "+" "protein_coding" "Rv3546"
"3603" "Rv3547" 887496 "ddn" "NP_218064.1" "deazaflavin-dependent nitroreductase" "NC_000962.3" 3986844 3987299 455 "+" "protein_coding" "Rv3547"
"3604" "Rv3548c" 887452 "." "NP_218065.1" "short-chain type dehydrogenase/reductase" "NC_000962.3" 3987382 3988296 914 "-" "protein_coding" "Rv3548c"
"3605" "Rv3549c" 887849 "." "NP_218066.1" "short-chain type dehydrogenase/reductase" "NC_000962.3" 3988319 3989098 779 "-" "protein_coding" "Rv3549c"
"3606" "Rv3550" 888232 "echA20" "NP_218067.1" "enoyl-CoA hydratase EchA20" "NC_000962.3" 3989153 3989896 743 "+" "protein_coding" "Rv3550"
"3607" "Rv3551" 887235 "." "NP_218068.1" "CoA-transferase subunit alpha" "NC_000962.3" 3989896 3990774 878 "+" "protein_coding" "Rv3551"
"3608" "Rv3552" 887453 "." "NP_218069.1" "CoA-transferase subunit beta" "NC_000962.3" 3990771 3991523 752 "+" "protein_coding" "Rv3552"
"3609" "Rv3553" 887190 "." "NP_218070.1" "oxidoreductase" "NC_000962.3" 3991621 3992688 1067 "+" "protein_coding" "Rv3553"
"3610" "Rv3554" 887221 "fdxB" "NP_218071.1" "electron transfer protein FdxB" "NC_000962.3" 3992685 3994742 2057 "+" "protein_coding" "Rv3554"
"3611" "Rv3555c" 887952 "." "NP_218072.1" "hypothetical protein" "NC_000962.3" 3994830 3995699 869 "-" "protein_coding" "Rv3555c"
"3612" "Rv3556c" 887285 "fadA6" "NP_218073.1" "acetyl-CoA acetyltransferase FadA" "NC_000962.3" 3995804 3996964 1160 "-" "protein_coding" "Rv3556c"
"3613" "Rv3557c" 887467 "." "NP_218074.1" "HTH-type transcriptional regulator KstR2" "NC_000962.3" 3997029 3997631 602 "-" "protein_coding" "Rv3557c"
"3614" "Rv3558" 887822 "PPE64" "YP_177988.1" "PPE family protein PPE64" "NC_000962.3" 3997980 3999638 1658 "+" "protein_coding" "Rv3558"
"3615" "Rv3559c" 887897 "." "NP_218076.1" "oxidoreductase" "NC_000962.3" 3999647 4000435 788 "-" "protein_coding" "Rv3559c"
"3616" "Rv3560c" 887838 "fadE30" "NP_218077.1" "acyl-CoA dehydrogenase FadE30" "NC_000962.3" 4000432 4001589 1157 "-" "protein_coding" "Rv3560c"
"3617" "Rv3561" 887244 "fadD3" "NP_218078.1" "fatty-acid--CoA ligase FadD3" "NC_000962.3" 4001637 4003160 1523 "+" "protein_coding" "Rv3561"
"3618" "Rv3562" 887884 "fadE31" "NP_218079.1" "acyl-CoA dehydrogenase FadE31" "NC_000962.3" 4003161 4004294 1133 "+" "protein_coding" "Rv3562"
"3619" "Rv3563" 887818 "fadE32" "NP_218080.1" "acyl-CoA dehydrogenase FadE32" "NC_000962.3" 4004291 4005250 959 "+" "protein_coding" "Rv3563"
"3620" "Rv3564" 888458 "fadE33" "NP_218081.1" "acyl-CoA dehydrogenase FadE33" "NC_000962.3" 4005247 4006203 956 "+" "protein_coding" "Rv3564"
"3621" "Rv3565" 888305 "aspB" "NP_218082.1" "aspartate aminotransferase AspB" "NC_000962.3" 4006200 4007366 1166 "+" "protein_coding" "Rv3565"
"3623" "Rv3566A" 3205089 "." "YP_177990.1" "hypothetical protein" "NC_000962.3" 4008167 4008433 266 "-" "protein_coding" "Rv3566A"
"3622" "Rv3566c" 888005 "nat" "YP_177989.1" "arylamine N-acetyltransferase" "NC_000962.3" 4007331 4008182 851 "-" "protein_coding" "Rv3566c"
"3624" "Rv3567c" 887525 "hsaB" "NP_218084.1" "flavin-dependent monooxygenase reductase subunit HsaB" "NC_000962.3" 4008719 4009282 563 "-" "protein_coding" "Rv3567c"
"3625" "Rv3568c" 887886 "hsaC" "NP_218085.1" "extradiol dioxygenase" "NC_000962.3" 4009297 4010199 902 "-" "protein_coding" "Rv3568c"
"3626" "Rv3569c" 887378 "hsaD" "NP_218086.1" "4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase" "NC_000962.3" 4010196 4011071 875 "-" "protein_coding" "Rv3569c"
"3627" "Rv3570c" 887241 "hsaA" "NP_218087.1" "flavin-dependent monooxygenase oxygenase subunit HsaA" "NC_000962.3" 4011086 4012270 1184 "-" "protein_coding" "Rv3570c"
"3628" "Rv3571" 887315 "kshB" "NP_218088.1" "3-ketosteroid-9-alpha-hydroxylase reductase subunit" "NC_000962.3" 4012417 4013493 1076 "+" "protein_coding" "Rv3571"
"3629" "Rv3572" 887227 "." "NP_218089.1" "hypothetical protein" "NC_000962.3" 4013511 4014041 530 "+" "protein_coding" "Rv3572"
"3630" "Rv3573c" 887843 "fadE34" "NP_218090.1" "acyl-CoA dehydrogenase FadE34" "NC_000962.3" 4014077 4016212 2135 "-" "protein_coding" "Rv3573c"
"3631" "Rv3574" 887204 "kstR" "NP_218091.3" "HTH-type transcriptional regulator KstR" "NC_000962.3" 4016484 4017083 599 "+" "protein_coding" "Rv3574"
"3632" "Rv3575c" 888084 "." "NP_218092.1" "LacI family transcriptional regulator" "NC_000962.3" 4017089 4018168 1079 "-" "protein_coding" "Rv3575c"
"3633" "Rv3576" 888444 "lppH" "YP_177991.1" "lipoprotein LppH" "NC_000962.3" 4018358 4019071 713 "+" "protein_coding" "Rv3576"
"3634" "Rv3577" 888442 "." "NP_218094.1" "hypothetical protein" "NC_000962.3" 4019262 4020128 866 "+" "protein_coding" "Rv3577"
"3635" "Rv3578" 888329 "arsB2" "NP_218095.1" "arsenic transport integral membrane protein ArsB" "NC_000962.3" 4020142 4021383 1241 "+" "protein_coding" "Rv3578"
"3636" "Rv3579c" 888317 "." "NP_218096.1" "23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB" "NC_000962.3" 4021425 4022393 968 "-" "protein_coding" "Rv3579c"
"3637" "Rv3580c" 888628 "cysS1" "YP_177992.1" "cysteine--tRNA ligase" "NC_000962.3" 4022394 4023803 1409 "-" "protein_coding" "Rv3580c"
"3638" "Rv3581c" 888221 "ispF" "NP_218098.1" "2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase" "NC_000962.3" 4023868 4024347 479 "-" "protein_coding" "Rv3581c"
"3639" "Rv3582c" 887787 "ispD" "NP_218099.1" "2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase" "NC_000962.3" 4024344 4025039 695 "-" "protein_coding" "Rv3582c"
"3640" "Rv3583c" 887854 "." "NP_218100.1" "RNA polymerase-binding transcription factor CarD" "NC_000962.3" 4025056 4025544 488 "-" "protein_coding" "Rv3583c"
"3641" "Rv3584" 887254 "lpqE" "NP_218101.1" "lipoprotein LpqE" "NC_000962.3" 4025830 4026378 548 "+" "protein_coding" "Rv3584"
"3642" "Rv3585" 887287 "radA" "NP_218102.1" "DNA repair protein RadA" "NC_000962.3" 4026444 4027886 1442 "+" "protein_coding" "Rv3585"
"3643" "Rv3586" 887485 "." "NP_218103.1" "DNA integrity scanning protein DisA" "NC_000962.3" 4027891 4028967 1076 "+" "protein_coding" "Rv3586"
"3644" "Rv3587c" 888057 "." "NP_218104.1" "membrane protein" "NC_000962.3" 4028968 4029762 794 "-" "protein_coding" "Rv3587c"
"3645" "Rv3588c" 887836 "canB" "NP_218105.1" "carbonic anhydrase" "NC_000962.3" 4029871 4030494 623 "-" "protein_coding" "Rv3588c"
"3646" "Rv3589" 886639 "mutY" "NP_218106.1" "A/G-specific adenine glycosylase" "NC_000962.3" 4030493 4031407 914 "+" "protein_coding" "Rv3589"
"3647" "Rv3590c" 887874 "PE_PGRS58" "YP_177993.1" "PE-PGRS family protein PE_PGRS58" "NC_000962.3" 4031404 4033158 1754 "-" "protein_coding" "Rv3590c"
"3648" "Rv3591c" 886316 "." "NP_218108.1" "hydrolase" "NC_000962.3" 4033269 4034042 773 "-" "protein_coding" "Rv3591c"
"3649" "Rv3592" 886278 "." "NP_218109.1" "heme-degrading monooxygenase" "NC_000962.3" 4034057 4034374 317 "+" "protein_coding" "Rv3592"
"3650" "Rv3593" 886290 "lpqF" "NP_218110.1" "lipoprotein LpqF" "NC_000962.3" 4034352 4035710 1358 "+" "protein_coding" "Rv3593"
"3651" "Rv3594" 885659 "." "NP_218111.1" "hypothetical protein" "NC_000962.3" 4035857 4036684 827 "+" "protein_coding" "Rv3594"
"3652" "Rv3595c" 885464 "PE_PGRS59" "YP_177994.1" "PE-PGRS family protein PE_PGRS59" "NC_000962.3" 4036731 4038050 1319 "-" "protein_coding" "Rv3595c"
"3653" "Rv3596c" 885104 "clpC1" "YP_177995.1" "ATP-dependent protease ATP-binding subunit ClpC" "NC_000962.3" 4038158 4040704 2546 "-" "protein_coding" "Rv3596c"
"3654" "Rv3597c" 885580 "lsr2" "NP_218114.1" "iron-regulated H-NS-like protein" "NC_000962.3" 4040981 4041319 338 "-" "protein_coding" "Rv3597c"
"3655" "Rv3598c" 885574 "lysS" "NP_218115.1" "lysine--tRNA ligase" "NC_000962.3" 4041423 4042940 1517 "-" "protein_coding" "Rv3598c"
"3656" "Rv3600c" 885572 "." "NP_218117.1" "type III pantothenate kinase" "NC_000962.3" 4043041 4043859 818 "-" "protein_coding" "Rv3600c"
"3657" "Rv3601c" 885596 "panD" "NP_218118.1" "aspartate 1-decarboxylase" "NC_000962.3" 4043862 4044281 419 "-" "protein_coding" "Rv3601c"
"3658" "Rv3602c" 885459 "panC" "NP_218119.1" "pantothenate synthetase" "NC_000962.3" 4044281 4045210 929 "-" "protein_coding" "Rv3602c"
"3659" "Rv3603c" 885583 "." "NP_218120.1" "hypothetical protein" "NC_000962.3" 4045207 4046118 911 "-" "protein_coding" "Rv3603c"
"3660" "Rv3604c" 885232 "." "NP_218121.2" "transmembrane protein" "NC_000962.3" 4046303 4047496 1193 "-" "protein_coding" "Rv3604c"
"3661" "Rv3605c" 885844 "." "NP_218122.1" "hypothetical protein" "NC_000962.3" 4047705 4048181 476 "-" "protein_coding" "Rv3605c"
"3662" "Rv3606c" 885848 "folK" "NP_218123.1" "2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase" "NC_000962.3" 4048181 4048747 566 "-" "protein_coding" "Rv3606c"
"3663" "Rv3607c" 885345 "folB" "YP_177996.1" "dihydroneopterin aldolase" "NC_000962.3" 4048744 4049145 401 "-" "protein_coding" "Rv3607c"
"3664" "Rv3608c" 885831 "folP1" "YP_177997.1" "dihydropteroate synthase" "NC_000962.3" 4049138 4049980 842 "-" "protein_coding" "Rv3608c"
"3665" "Rv3609c" 885346 "folE" "NP_218126.1" "GTP cyclohydrolase I" "NC_000962.3" 4049977 4050585 608 "-" "protein_coding" "Rv3609c"
"3666" "Rv3610c" 885732 "ftsH" "NP_218127.1" "zinc metalloprotease FtsH" "NC_000962.3" 4050601 4052883 2282 "-" "protein_coding" "Rv3610c"
"3667" "Rv3612c" 885381 "." "NP_218129.1" "hypothetical protein" "NC_000962.3" 4053518 4053847 329 "-" "protein_coding" "Rv3612c"
"3668" "Rv3613c" 885124 "." "NP_218130.1" "hypothetical protein" "NC_000962.3" 4053881 4054042 161 "-" "protein_coding" "Rv3613c"
"3669" "Rv3614c" 885777 "espD" "NP_218131.1" "ESX-1 secretion-associated protein EspD" "NC_000962.3" 4054142 4054696 554 "-" "protein_coding" "Rv3614c"
"3670" "Rv3615c" 885770 "espC" "NP_218132.1" "ESX-1 secretion-associated protein EspC" "NC_000962.3" 4054812 4055123 311 "-" "protein_coding" "Rv3615c"
"3671" "Rv3616c" 885377 "espA" "NP_218133.1" "ESX-1 secretion-associated protein EspA" "NC_000962.3" 4055197 4056375 1178 "-" "protein_coding" "Rv3616c"
"3672" "Rv3617" 885769 "ephA" "NP_218134.1" "epoxide hydrolase EphA" "NC_000962.3" 4057733 4058701 968 "+" "protein_coding" "Rv3617"
"3673" "Rv3618" 885276 "." "NP_218135.1" "monooxygenase" "NC_000962.3" 4058698 4059885 1187 "+" "protein_coding" "Rv3618"
"3674" "Rv3619c" 885328 "esxV" "NP_218136.1" "ESAT-6 like protein EsxV" "NC_000962.3" 4059984 4060268 284 "-" "protein_coding" "Rv3619c"
"3675" "Rv3620c" 885787 "esxW" "NP_218137.1" "ESAT-6 like protein EsxW" "NC_000962.3" 4060295 4060591 296 "-" "protein_coding" "Rv3620c"
"3676" "Rv3621c" 885097 "PPE65" "YP_177998.1" "PPE family protein PPE65" "NC_000962.3" 4060648 4061889 1241 "-" "protein_coding" "Rv3621c"
"3677" "Rv3622c" 885712 "PE32" "YP_177999.1" "PE family protein PE32" "NC_000962.3" 4061899 4062198 299 "-" "protein_coding" "Rv3622c"
"3678" "Rv3623" 885233 "lpqG" "NP_218140.1" "lipoprotein LpqG" "NC_000962.3" 4062527 4063249 722 "+" "protein_coding" "Rv3623"
"3679" "Rv3624c" 885398 "hpt" "NP_218141.1" "hypoxanthine-guanine phosphoribosyltransferase" "NC_000962.3" 4063254 4063904 650 "-" "protein_coding" "Rv3624c"
"3680" "Rv3625c" 885409 "mesJ" "NP_218142.1" "tRNA(Ile)-lysidine synthase" "NC_000962.3" 4063901 4064872 971 "-" "protein_coding" "Rv3625c"
"3681" "Rv3626c" 885792 "." "NP_218143.1" "hypothetical protein" "NC_000962.3" 4064851 4065903 1052 "-" "protein_coding" "Rv3626c"
"3682" "Rv3627c" 885728 "." "NP_218144.1" "hypothetical protein" "NC_000962.3" 4065900 4067285 1385 "-" "protein_coding" "Rv3627c"
"3683" "Rv3628" 885775 "ppa" "NP_218145.1" "inorganic pyrophosphatase" "NC_000962.3" 4067423 4067911 488 "+" "protein_coding" "Rv3628"
"3684" "Rv3629c" 885351 "." "NP_218146.1" "integral membrane protein" "NC_000962.3" 4067957 4069054 1097 "-" "protein_coding" "Rv3629c"
"3685" "Rv3630" 885802 "." "NP_218147.1" "integral membrane protein" "NC_000962.3" 4069175 4070470 1295 "+" "protein_coding" "Rv3630"
